ID,Azimuth,Tilt,Month,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24
ID009,176,45.0,January,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.47,437.84,558.58,644.4,704.23,658.49,523.0,318.35,37.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID009,176,45.0,February,0.0,0.0,0.0,0.0,0.0,0.0,13.33,326.86,625.41,782.13,889.44,941.67,918.31,740.17,540.28,240.72,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID009,176,45.0,March,0.0,0.0,0.0,0.0,0.0,9.54,193.29,542.06,823.26,1000.03,1114.05,1145.18,1094.86,912.94,683.42,419.22,114.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID009,176,45.0,April,0.0,0.0,0.0,0.0,3.06,92.68,379.12,704.96,966.96,1113.26,1202.95,1224.22,1139.96,946.88,713.2,459.14,181.36,19.94,0.0,0.0,0.0,0.0,0.0,0.0
ID009,176,45.0,May,0.0,0.0,0.0,0.0,36.86,163.94,425.43,723.73,958.78,1091.84,1126.96,1143.75,1073.92,907.7,707.67,464.48,207.59,73.71,6.08,0.0,0.0,0.0,0.0,0.0
ID009,176,45.0,June,0.0,0.0,0.0,2.42,57.52,175.17,432.81,726.86,968.39,1122.25,1177.51,1184.26,1105.7,965.36,763.71,509.71,243.82,101.66,24.83,0.0,0.0,0.0,0.0,0.0
ID009,176,45.0,July,0.0,0.0,0.0,0.0,39.35,150.86,403.11,702.26,955.83,1114.9,1178.62,1193.29,1115.06,975.71,784.77,533.61,260.81,96.54,19.57,0.0,0.0,0.0,0.0,0.0
ID009,176,45.0,August,0.0,0.0,0.0,0.0,6.26,110.68,374.1,691.45,952.28,1122.43,1208.24,1212.97,1149.37,985.55,768.01,497.55,215.59,48.75,0.0,0.0,0.0,0.0,0.0,0.0
ID009,176,45.0,September,0.0,0.0,0.0,0.0,0.0,54.46,313.05,609.52,866.61,1014.86,1093.68,1129.54,1034.9,864.11,626.3,369.11,89.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID009,176,45.0,October,0.0,0.0,0.0,0.0,0.0,0.0,152.97,463.07,670.05,788.32,897.85,939.7,843.97,664.35,438.55,148.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID009,176,45.0,November,0.0,0.0,0.0,0.0,0.0,0.0,15.87,257.07,453.28,544.66,629.41,655.48,584.54,455.65,237.47,17.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID009,176,45.0,December,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.31,399.8,522.85,590.27,606.1,554.84,409.38,163.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
